ID,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,Location
61911,E85,Crete Go Lo,23802 Volbrecht Rd,,Crete,IL,60417,,708-304-2267,E,,Public,24 hours daily,A D M V Cash Voyager Wright_Exp,,,,,,,,,,200-8,41.4680458,-87.5749821,11/2/17,11/02/2017 12:28:13 PM +0000,P,,,7/1/13,,,,FALSE,"(41.4680458, -87.5749821)"
62239,ELEC,HAMMOND PORT,911 Casino Center Dr,BEACH PARKING; -,Hammond,IN,46320,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.6967329,-87.511353,12/5/17,12/05/2017 04:18:20 AM +0000,,,,,,,,,"(41.6967329, -87.511353)"
62312,CNG,Ozinga Energy - Lumber St,2242 S Lumber St,2 Blocks East of Cermak and Halsted.,Chicago,IL,60616,,888-656-0141,E,,Private,,,,Q,3600,,,,,,,200-9,41.85173,-87.64294,7/6/17,07/06/2017 12:26:35 PM +0000,P,,,9/1/12,,HD,,,"(41.85173, -87.64294)"
62545,CNG,GAIN Clean Fuel - Gary,6700 W 15th Ave,,Gary,IN,46406,,800-438-7912,E,,Public - Credit card at all times,24 hours daily; contact 920-243-5856 to set up account; Also accepts company proprietary card,A D M V Voyager Wright_Exp Comdata,,Q,3600,,,,,,,200-8,41.5891377,-87.419245,4/6/17,04/06/2017 09:15:10 AM +0000,P,,,7/13/14,,HD,,,"(41.5891377, -87.419245)"
62549,ELEC,LOT 1 CHARGER,1000 Lake Cook Rd,LOT 1; Located at the southeast corner of lot 1,Glencoe,IL,60022,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.1497074,-87.788679,12/5/17,12/05/2017 04:21:40 AM +0000,,,,,,,,,"(42.1497074, -87.788679)"
62587,E85,Speedway #7382,21 W 400 North Ave,,Lombard,IL,60148,,630-916-1944,E,,Public,24 hours daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,41.9050418,-88.0068138,3/3/17,03/03/2017 01:48:27 PM +0000,P,,,7/1/14,,,,FALSE,"(41.9050418, -88.0068138)"
62588,E85,Speedway #1431,939 S Cedar Rd ,,New Lenox ,IL,60451,,815-485-9636,E,,Public,24 hours daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,41.4979646,-87.9658981,3/3/17,03/03/2017 12:39:29 PM +0000,P,,,7/1/14,,,,FALSE,"(41.4979646, -87.9658981)"
62673,BD,Naval Station Great Lakes,2415 Spaulding St,Building 1506 ,Great Lakes,IL,60088,,,E,,Private - Government only,,,B20,,,,,,,,,200-8,42.317212,-87.851241,9/6/17,09/06/2017 10:14:26 AM +0000,FG,14,Department of Navy,7/1/08,,,,,"(42.317212, -87.851241)"
62674,CNG,Naval Station Great Lakes,2415 Spaulding St,Building 1506 ,Great Lakes,IL,60088,,,E,,Private - Government only,,,,Q,3000 3600,,,,,,,200-8,42.317212,-87.851241,9/6/17,09/06/2017 10:14:26 AM +0000,FG,14,Department of Navy,4/15/05,,HD,,,"(42.317212, -87.851241)"
62675,ELEC,Naval Station Great Lakes,2415 Spaulding St,Building 1506 ,Great Lakes,IL,60088,,,E,,Private - Government only,,,,,,,1,,,,,200-8,42.317212,-87.851241,9/6/17,09/06/2017 10:14:26 AM +0000,FG,14,Department of Navy,6/30/14,,,,,"(42.317212, -87.851241)"
62808,ELEC,DISTRICT 214,2121 S Goebbert Rd,"FVEC 1; Located in the north parking lot on island at center of lot.  Near door #4FVEC 2; Located in the north parking lot on island at center of lot.  Near door #4FVEC 3; Located in the north parking lot on island at center of lot.  Near door #4",Arlington Heights,IL,60005,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-9,42.046192,-87.974873,12/5/17,12/05/2017 04:22:16 AM +0000,,,,,,,,,"(42.046192, -87.974873)"
62929,ELEC,DISTRICT 214,1100 W Dundee Rd,BGHS 1; In visitort parking near pool.  Located by door #6,Buffalo Grove,IL,60089,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.141096,-87.9826948,12/5/17,12/05/2017 04:22:16 AM +0000,,,,,,,,,"(42.141096, -87.9826948)"
62994,E85,Thorntons #315,2609 N Farnsworth,,Aurora,IL,60502,,630-820-2075,E,,Public,24 hours daily,Cash A D M Voyager Wright_Exp,,,,,,,,,,200-8,41.807992,-88.2808977,4/6/17,04/06/2017 09:16:56 AM +0000,P,,,8/8/14,,,,TRUE,"(41.807992, -88.2808977)"
63112,E85,Burlington Oasis,125 Plank Rd,,Burlington,IL,60109,,847-683-0920,E,,Public - Credit card after hours,5am-10pm daily,A D M V Cash FleetOne Wright_Exp,,,,,,,,,,GPS,42.053561,-88.549449,11/2/17,11/02/2017 12:25:48 PM +0000,P,,,8/1/14,,,,FALSE,"(42.053561, -88.549449)"
63124,ELEC,JNS,16 Lake St,"WAL ADDISON 2; Located close to the building on the east sideWAL ADDISON 1; Located close to the building on the east side",Addison,IL,60101,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,41.931717,-87.987864,12/5/17,12/05/2017 04:54:12 AM +0000,,,,,,,,,"(41.931717, -87.987864)"
63126,ELEC,JNS,1334 E 79th St,"SEARS 79TH ST 2; -SEARS 79TH ST 1; -",Chicago,IL,60619,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,41.751422,-87.591216,12/5/17,12/05/2017 04:54:07 AM +0000,,,,,,,,,"(41.751422, -87.591216)"
63128,ELEC,JNS,15 North Buffalo Grove Road,"WAL BG 1; Located on apron on BG Rd side of storeWAL BG 2; Located on apron on BG Rd side of store",Buffalo Grove,IL,60089,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,42.153556,-87.961932,12/5/17,12/05/2017 04:53:58 AM +0000,,,,,,,,,"(42.153556, -87.961932)"
63131,ELEC,JNS,900 S Clark St,900 S CLARK; -,Chicago,IL,60605,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.8703078,-87.6309085,12/5/17,12/05/2017 04:46:39 AM +0000,,,,,,,,,"(41.8703078, -87.6309085)"
63133,ELEC,JNS,4385 S Archer Ave,"WAL ARCHER 2; Walgreens at Kedzie and ArcheWAL ARCHER 1; Walgreens at Kedzie and Archer",Chicago,IL,60632,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,41.813665,-87.705004,12/5/17,12/05/2017 04:54:05 AM +0000,,,,,,,,,"(41.813665, -87.705004)"
63134,ELEC,JNS,1600 IL-50,"NORTHFIELD SQ 2; Northfield Square Mall - Located near JcPenneyNORTHFIELD SQ 1; Northfield Square Mall - Located by JC Penny",Bourbonnais,IL,60914,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,41.174312,-87.851138,12/5/17,12/05/2017 04:53:08 AM +0000,,,,,,,,,"(41.174312, -87.851138)"
63136,ELEC,JNS,7003 W Ogden Ave,ROUTE 66 MUSEUM; Located on the parkway in front of the Rt 66 Museum,Berwyn,IL,60402,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.8256161,-87.7978804,12/5/17,12/05/2017 04:46:44 AM +0000,,,,,,,,,"(41.8256161, -87.7978804)"
63147,ELEC,JNS,915 S Paulina St,"UIC PAULINA 1; Located on 1st level in Southwest corner of garageUIC PAULINA 2; Located on 1st level in Southwest corner of garageUIC PAULINA 3; Located on 1st level in Southwest corner of garage",Chicago,IL,60612,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,http://www.chargepoint.com/,200-8,41.870014,-87.668977,12/5/17,12/05/2017 04:46:10 AM +0000,,,,,,,,,"(41.870014, -87.668977)"
63150,ELEC,JNS,210 N Wells St,210 N WELLS; Located on 2nd level parking garage near elevators,Chicago,IL,60606,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.8861415,-87.6341576,12/5/17,12/05/2017 04:46:42 AM +0000,,,,,,,,,"(41.8861415, -87.6341576)"
63151,ELEC,JNS,260 E Chestnut St,260 E CHESTNUT; Located immediately to the right of entrance,Chicago,IL,60611,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.8988266,-87.6195984,12/5/17,12/05/2017 04:46:09 AM +0000,,,,,,,,,"(41.8988266, -87.6195984)"
63152,ELEC,JNS,30 S Wacker Dr,30 S WACKER; -,Chicago,IL,60606,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.8808746,-87.6373138,12/5/17,12/05/2017 04:41:38 AM +0000,,,,,,,,,"(41.8808746, -87.6373138)"
63200,ELEC,ADVOCATE,1425 N Randall Rd,SHERMAN HOSP; Physician parking lot spots 5 and 6,Elgin,IL,60123,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.0712147,-88.3310272,12/5/17,12/05/2017 04:15:29 AM +0000,,,,,,,,,"(42.0712147, -88.3310272)"
63224,ELEC,PRAIRIE STATE,299 Coolidge St N,"PRAIRIE STATE 2; Lot B - Entrance off Coolidge StreetPRAIRIE STATE; Lot B - Entrance off Coolidge",Chicago Heights,IL,60411,,888-758-4389,E,,Public,24 hours daily,,,,,1,3,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.5257017,-87.6398032,12/5/17,12/05/2017 04:36:49 AM +0000,,,,,,,,,"(41.5257017, -87.6398032)"
63238,ELEC,BMW MOTOR WERKS,10 IL-68,MW OUTSIDE; -,Inverness,IL,60010,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.1292323,-88.1335754,12/5/17,12/05/2017 04:22:07 AM +0000,,,,,,,,,"(42.1292323, -88.1335754)"
63247,ELEC,College of DuPage,425 Fawell Blvd,Located in College Lot 2,Glen Ellyn,IL,60137,,630-942-4440,E,,Public,24 hours daily,,,,,,4,,,,,200-8,41.8433284,-88.0686417,11/2/16,10/24/2017 12:03:10 PM +0000,P,,,12/1/13,,,,,"(41.8433284, -88.0686417)"
63377,E85,Speedway #7422,7859 S Harlem Ave,,Burbank,IL,60459,,708-430-2227,E,,Public,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,41.7487742,-87.7991567,3/3/17,03/03/2017 01:48:02 PM +0000,P,,,9/1/14,,,,FALSE,"(41.7487742, -87.7991567)"
63378,E85,Speedway #5393,15 Randall Rd,,North Aurora,IL,60542,,630-896-4211,E,,Public,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,41.807312,-88.349431,3/3/17,03/03/2017 12:29:46 PM +0000,P,,,9/24/14,,,,FALSE,"(41.807312, -88.349431)"
63379,E85,BP,1745 E Main St,,St. Charles,IL,60174,,630-513-7292,E,,Public,5am-10pm daily,A D M V Cash Voyager Wright_Exp,,,,,,,,,,200-8,41.9186297,-88.2900149,11/2/16,10/31/2017 04:18:29 PM +0000,P,,,9/1/14,,,,FALSE,"(41.9186297, -88.2900149)"
63463,ELEC,JNS,5625 N Ridge Ave,"WAL RIDGE 1; located in parking lot north east cornerWAL RIDGE 2; located in the parking lot in northeast corner",Chicago,IL,60660,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,41.9841,-87.660828,12/5/17,12/05/2017 04:46:08 AM +0000,,,,,,,,,"(41.9841, -87.660828)"
63528,ELEC,Town of Dyer - Town Hall,1 Town Square,,Dyer,IN,46311,,219-865-6108,E,,Private,Fleet vehicle use only,,,,,1,1,,,,,GPS,41.492057,-87.522819,7/6/17,07/06/2017 12:16:58 PM +0000,LG,,,10/15/10,,,,,"(41.492057, -87.522819)"
63540,LPG,Bunge's Tire and Auto,826 S McLean Blvd,,Elgin,IL,60123,,847-741-2799,E,,Public,"7:30am-6pm M-F, 7:30pm-12pm Sat",A Debit D M V Cash Checks Voyager Wright_Exp,,,,,,,,,,200-8,42.0126641,-88.3156402,11/2/17,11/02/2017 12:31:13 PM +0000,P,,,9/30/14,,,TRUE,,"(42.0126641, -88.3156402)"
63612,ELEC,Roesch Ford,333 W Grand Ave,,Bensenville,IL,60106,,,E,,Private,Service center use only,,,,,,2,,,,,200-8,41.9316311,-87.952685,11/2/16,01/17/2017 07:51:41 PM +0000,P,,,8/1/14,,,,,"(41.9316311, -87.952685)"
63641,ELEC,Porcaro Ford,6001 Washington Ave,,Racine,WI,53406,,262-886-5200,E,,Public,Dealership business hours; for customer use only,,,,,,2,,,,,200-8,42.7180844,-87.852285,11/2/16,01/17/2017 06:38:55 PM +0000,P,,,1/1/14,,,,,"(42.7180844, -87.852285)"
63670,ELEC,ADVOCATE,1701-1799 Vernon Ave,LUTHERAN GEN.#1; southwest corner of the center for advanced care,Park Ridge,IL,60068,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.0382097,-87.8507401,12/5/17,12/05/2017 04:26:05 AM +0000,,,,,,,,,"(42.0382097, -87.8507401)"
63671,ELEC,ADVOCATE,Wellness Way,GOOD SAMARITAN; -,Downers Grove,IL,60515,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.8187774,-88.0064971,12/5/17,12/05/2017 04:23:19 AM +0000,,,,,,,,,"(41.8187774, -88.0064971)"
63710,ELEC,Miller Motor Sales,1196 Milwaukee Ave,,Burlington,WI,53105,,262-763-2466,E,,Public,Dealership business hours; for customer use only,,,,,,2,,,,,200-8,42.6939264,-88.2624845,11/2/16,01/17/2017 08:48:42 PM +0000,P,,,8/1/15,,,,,"(42.6939264, -88.2624845)"
63788,ELEC,CITY OF ELGIN,101-117 Symphony Way,CENTRE LVL 1; Station located on surface level of Centre of Elgin Parking Deck,Elgin,IL,60120,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.0402238,-88.2850603,12/5/17,12/05/2017 04:12:53 AM +0000,,,,,,,,,"(42.0402238, -88.2850603)"
63797,LPG,Menards,6301 Oakton St,,Morton Grove,IL,60053,,847-966-1600,E,,Public,"6:30am-10pm M-Sat, 8am-8pm Sun",Cash Checks A D M V,,,,,,,,,,200-8,42.025501,-87.7833491,11/2/16,12/01/2017 09:06:07 AM +0000,P,,,1/16/13,,,TRUE,,"(42.025501, -87.7833491)"
63862,CNG,Waste Management - IL Metro,5050 W Pershing Rd,,Cicero,IL,60804,,,E,,Private,,,,T,3600,,,,,,,200-9,41.821972,-87.749989,9/6/17,09/06/2017 10:30:12 AM +0000,P,,,2/1/12,,HD,,,"(41.821972, -87.749989)"
63863,CNG,Waste Management - IL Southwest,2100 Moen Ave,,Rockdale,IL,60436,,,E,,Private,,,,T,3600,,,,,,,200-8,41.504628,-88.132817,9/6/17,09/06/2017 10:24:08 AM +0000,P,,,12/19/14,,HD,,,"(41.504628, -88.132817)"
63864,CNG,Waste Management - IL North,350 Sumac Rd,,Wheeling,IL,60090,,,E,,Private,,,,T,3600,,,,,,,200-9,42.11873,-87.899013,4/3/15,10/19/2017 03:10:08 PM +0000,P,,,11/1/11,,HD,,,"(42.11873, -87.899013)"
63866,E85,BP - The Pride,3100 S Cicero Ave,,Cicero,IL,60804,,708-652-9025,E,,Public,24 hours daily,A D M V Cash Voyager Wright_Exp,,,,,,,,,,200-8,41.8362609,-87.7444611,11/2/17,11/02/2017 12:27:37 PM +0000,P,,,10/1/14,,,,FALSE,"(41.8362609, -87.7444611)"
63927,CNG,City of Chicago FS#7,10000 W Montrose,O'Hare Airport,Chicago,IL,60666,,,E,,Private - Government only,,,,Q,3600,,,,,,,200-8,41.9593847,-87.8394487,11/2/17,11/02/2017 12:35:47 PM +0000,LG,,,7/15/08,,HD,,,"(41.9593847, -87.8394487)"
64272,ELEC,JNS,222 E Huron St,NWU E HURON 1; NWU Parking Garage C-Lot,Chicago,IL,60654,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.8953004,-87.6222675,12/5/17,12/05/2017 04:47:00 AM +0000,,,,,,,,,"(41.8953004, -87.6222675)"
64273,ELEC,JNS,2700 Ogden Ave,IDOT LISLE 2; IDOT Admin Building,Downers Grove,IL,60515,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.8060295,-88.0502077,12/5/17,12/05/2017 04:46:17 AM +0000,,,,,,,,,"(41.8060295, -88.0502077)"
64274,ELEC,JNS,1825 Old Willow Rd,"WAL NORTHFIELD1; Located on the apron directly in front of storeWAL NORTHFIELD2; Located on the apron directly in front of store",Northfield,IL,60093,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,42.101845,-87.772594,12/5/17,12/05/2017 04:54:15 AM +0000,,,,,,,,,"(42.101845, -87.772594)"
64291,ELEC,JNS,5440 N Clark St,"WAL CLARK 2; Located on sidewalk near back of buildingWAL CLARK 1; Located on sidewalk near back of building",Chicago,IL,60640,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,41.98112,-87.668394,12/5/17,12/05/2017 04:55:23 AM +0000,,,,,,,,,"(41.98112, -87.668394)"
64292,ELEC,JNS,4730 W Irving Park Rd,SEARS IRVING 1; Located on the apron near Auto Center,Chicago,IL,60641,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.9543707,-87.746035,12/5/17,12/05/2017 04:47:45 AM +0000,,,,,,,,,"(41.9543707, -87.746035)"
64293,ELEC,JNS,939 W North Ave,US EQUITY; Located on 4th floor of parking garage SE corner,Chicago,IL,60642,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.9105079,-87.651876,12/5/17,12/05/2017 04:41:38 AM +0000,,,,,,,,,"(41.9105079, -87.651876)"
64294,ELEC,JNS,875 N Michigan Ave,"JOHN HANCOCK 1; Located on 6th floor parking garage NW sideJOHN HANCOCK 2; Located on 6th floor parking garage NW side",Chicago,IL,60611,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,41.898398,-87.624022,12/5/17,12/05/2017 04:41:40 AM +0000,,,,,,,,,"(41.898398, -87.624022)"
64324,ELEC,JNS,7462-7478 N Rogers Ave,"7474 N ROGERS 2; Located in parking garage level two SW corner7474 N ROGERS 1; Located in parking garage level two SW corner",Chicago,IL,60626,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,42.017179,-87.672931,12/5/17,12/05/2017 04:46:01 AM +0000,,,,,,,,,"(42.017179, -87.672931)"
64327,ELEC,KARL KNAUZ BMW,409A Skokie Hwy,PUB STAT 01,Lake Bluff,IL,60044,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.276748,-87.8691912,12/5/17,12/05/2017 04:18:57 AM +0000,,,,,,,,,"(42.276748, -87.8691912)"
64452,ELEC,1000 LAKE SHORE,130-138 E Oak St,1000 LSD; Entrance on Oak Street with Valet Parking,Chicago,IL,60611,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.9008497,-87.6245204,12/5/17,12/05/2017 04:15:19 AM +0000,,,,,,,,,"(41.9008497, -87.6245204)"
64469,ELEC,JNS,1630 N Harlem Ave,"SEARS HARLEM 2; Located in front of the Auto Center north of the entry doorSEARS HARLEM 1; Located in front of the Auto Center north of the entry door",Elmwood Park,IL,60707,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,41.909291,-87.805849,12/5/17,12/05/2017 04:54:10 AM +0000,,,,,,,,,"(41.909291, -87.805849)"
64470,ELEC,JNS,1627 N Pulaski Rd,"WAL PULASKI 1; Located near sign on Pulaski side of parking lotWAL PULASKI 2; Located near sign on Pulaski side of parking lot",Chicago,IL,60639,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,41.910951,-87.726372,12/5/17,12/05/2017 04:45:20 AM +0000,,,,,,,,,"(41.910951, -87.726372)"
64471,ELEC,JNS,5158 N Lincoln Ave,"WAL LINCOLN 1; Walgreens @ 5158 N Lincoln, Chicago, IL 60625",Chicago,IL,60625,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.9757,-87.692813,12/5/17,12/05/2017 04:41:46 AM +0000,,,,,,,,,"(41.9757, -87.692813)"
64534,ELEC,EVCP 1,781 W Starin Road,"UPHAM HALL; Lot 14 near Starin Road and NE corner of Upham Hall.  Need parking permit to park on campus during weekdays (available at Visitor's Center).  4 hour limit, only active charging.",Whitewater,WI,53190,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.8396141,-88.7421637,12/5/17,12/05/2017 04:09:54 AM +0000,,,,,,,,,"(42.8396141, -88.7421637)"
64593,ELEC,Lincoln Oasis - Inbound,702 E Tri State Tollway,,South Holland,IL,60068,,708-225-0658,E,,Public,24 hours daily,,,,,,,1,,,,GPS,41.579989,-87.598814,11/2/16,01/17/2017 07:07:10 PM +0000,P,,,11/17/14,,,,,"(41.579989, -87.598814)"
64783,ELEC,EVCP 1,"449 Fremont Street, Whitewater, WI","GENERALSERVICES; Located next to General Services building in Lot 21.  Might be a service van parked by station along building, but accessible from other spots.",Whitewater,WI,53190,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.8435743,-88.7361265,12/5/17,12/05/2017 04:08:53 AM +0000,,,,,,,,,"(42.8435743, -88.7361265)"
64816,ELEC,FIRST STREET,50 S 1st St,1ST ST GARAGE; Located fourth floor - middle,St Charles,IL,60174,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.9124452,-88.3143447,12/5/17,12/05/2017 04:26:52 AM +0000,,,,,,,,,"(41.9124452, -88.3143447)"
64820,E85,Pride of Lake County BP,20915 Rand Rd,,Kildeer,IL,60047,,847-550-8392,E,,Public,24 hours daily,A D M V Cash Wright_Exp,,,,,,,,,,200-8,42.1671997,-88.0654509,11/2/17,11/02/2017 12:33:14 PM +0000,P,,,12/15/14,,,,FALSE,"(42.1671997, -88.0654509)"
64822,E85,Family Express - Crown Point North,802 E North St,,Crown Point,IN,46307,,219-663-3390,E,,Public,4am-12am daily; Also accept Family Express Fleet Card,A D M V Cash FuelMan Wright_Exp,,,,,,,,,,200-8,41.420799,-87.355162,7/6/17,07/06/2017 12:26:33 PM +0000,P,,,12/15/14,,,,FALSE,"(41.420799, -87.355162)"
64823,E85,Family Express - Crown Point South,998 S Court St,,Crown Point,IN,46307,,219-663-8203,E,,Public,4am-12am daily; Also accept Family Express Fleet Card,A D M V Cash FuelMan Voyager Wright_Exp,,,,,,,,,,200-8,41.3986949,-87.368899,7/6/17,07/06/2017 12:20:09 PM +0000,P,,,12/15/14,,,,FALSE,"(41.3986949, -87.368899)"
64902,E85,Raceco,4502 Indianapolis Blvd,,East Chicago,IN,46312,,219-398-2063,E,,Public,24 hours daily,A D M V Cash Voyager Wright_Exp,,,,,,,,,,200-8,41.631882,-87.481258,7/6/17,07/06/2017 12:18:43 PM +0000,P,,,12/19/14,,,,FALSE,"(41.631882, -87.481258)"
64903,E85,All Star,5208 Broadway ,,Merrillville,IN,46410,,219-427-1638,E,,Public,24 hours daily,A D M V Cash Wright_Exp,,,,,,,,,,200-8,41.5235635,-87.336489,11/2/17,11/02/2017 12:29:04 PM +0000,P,,,12/19/14,,,,FALSE,"(41.5235635, -87.336489)"
65015,ELEC,"CFP II, LLC",240 E Illinois St,"204; ChargePoint station located on 2nd floor  at spot 204 and 205206; Located on second floor at spot 206 and 207",Chicago,IL,60611,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,41.891054,-87.62138,12/5/17,12/05/2017 04:07:50 AM +0000,,,,,,,,,"(41.891054, -87.62138)"
65036,ELEC,JNS,3630 N Southport Ave,"JEWEL 3640; Jewel @ 3630 N. Southport Ave, Chicago, IL 60613",Chicago,IL,60613,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.9481843,-87.6641775,12/5/17,12/05/2017 04:41:45 AM +0000,,,,,,,,,"(41.9481843, -87.6641775)"
65094,ELEC,Country Club Plaza - Tesla,4201 167th St,,Country Club Hills,IL,60478,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,http://www.teslamotors.com/supercharger,GPS,41.585206,-87.721114,4/4/16,01/17/2017 06:31:50 PM +0000,P,,,1/1/15,,,,,"(41.585206, -87.721114)"
65259,ELEC,ComEd,1423 Swift Rd,,Lombard,IL,60148,,,E,,Private,Employee use only,,,,,,5,,,,,200-8,41.9550975,-88.0416907,3/7/16,11/28/2017 08:19:41 AM +0000,T,,,12/31/12,,,,,"(41.9550975, -88.0416907)"
65261,ELEC,ComEd,201 N Arthur St,,Mount Prospect,IL,60056,,,E,,Private,Employee use only,,,,,,1,,,,,200-8,42.0704876,-87.9488322,3/7/16,11/28/2017 08:22:55 AM +0000,T,,,12/31/12,,,,,"(42.0704876, -87.9488322)"
65262,ELEC,ComEd,2001 Aucutt Rd,,Montgomery,IL,60538,,,E,,Private,ComEd fleet use only,,,,,,1,,,,,200-8,41.729075,-88.367593,3/7/16,11/28/2017 08:22:09 AM +0000,T,,,12/31/12,,,,,"(41.729075, -88.367593)"
65263,ELEC,ComEd,919 W First St,,Dixon,IL,60121,,,E,,Private,ComEd fleet use only,,,,,,1,,,,,200-8,41.8987202,-87.9583426,3/7/16,11/28/2017 08:04:42 AM +0000,T,,,12/31/12,,,,,"(41.8987202, -87.9583426)"
65309,ELEC,JNS,1401 W Devon Ave,1401 W DEVON 01; -,Chicago,IL,60660,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.9979499,-87.6656012,12/5/17,12/05/2017 04:41:39 AM +0000,,,,,,,,,"(41.9979499, -87.6656012)"
65353,E85,Family Express - Portage South,5901 Highway 6,,Portage,IN,46368,,219-763-0048,E,,Public,4am-12am daily,A D M V Cash Voyager Wright_Exp,,,,,,,,,,200-9,41.5498911,-87.1866012,7/6/17,07/06/2017 12:27:25 PM +0000,P,,,1/15/15,,,,FALSE,"(41.5498911, -87.1866012)"
